Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF43,OUT027,1870.4794
NCR50,OUT035,1675.573
FDE39,OUT018,1913.6587
FDN49,OUT027,1672.9963
DRG11,OUT035,3089.6848
NCA18,OUT049,2828.0903
FDM36,OUT018,2641.2004
FDW32,OUT017,4160.852
NCQ18,OUT010,376.24213
FDX14,OUT027,2711.6804
FDD46,OUT017,2837.004
FDI34,OUT019,298.52084
NCJ17,OUT035,541.6854
FDB52,OUT035,617.6012
FDV55,OUT018,597.96075
FDC57,OUT046,793.63495
FDB29,OUT046,679.2872
NCO43,OUT035,2790.564
FDG44,OUT045,441.7641
FDJ34,OUT045,377.1565
FDH40,OUT049,2948.5488
NCD07,OUT027,2843.3655
FDB41,OUT017,3488.3682
FDH47,OUT018,3587.9062
DRK37,OUT035,3661.457
FDM25,OUT019,3702.8447
NCX06,OUT045,3470.69
NCS05,OUT017,5379.6406
FDS39,OUT045,3776.942
FDC47,OUT027,3877.0964
FDG20,OUT013,2450.7676
DRL23,OUT017,2750.204
FDY33,OUT013,3953.3008
NCH18,OUT045,3134.1636
FDX47,OUT035,512.19904
NCB06,OUT045,3020.455
FDP36,OUT049,2001.3169
FDW44,OUT018,3232.5059
NCU41,OUT018,1800.5626
NCS17,OUT046,1716.7001
FDD46,OUT035,251.54733
FDE45,OUT017,2561.841
FDI09,OUT017,2352.3008
NCJ54,OUT010,2281.3623
NCA29,OUT018,2431.169
NCN41,OUT027,1788.3569
FDY34,OUT035,2219.6743
NCG55,OUT035,1808.3319
DRM49,OUT046,1940.0443
NCB42,OUT049,243.70184
FDE58,OUT045,3004.938
DRJ25,OUT013,2987.7192
FDS47,OUT010,3203.2004
FDY21,OUT049,3331.332
NCI54,OUT013,2915.971
FDO24,OUT017,3426.4568
FDY43,OUT035,1952.662
FDF35,OUT018,1959.7195
NCP29,OUT019,335.00714
FDN28,OUT027,1928.6083
FDJ50,OUT018,1944.7998
FDQ14,OUT027,2102.1794
FDC37,OUT035,1895.9788
FDN08,OUT046,270.75815
FDD04,OUT035,2037.1805
FDW34,OUT018,1857.5538
FDP04,OUT017,2191.49
NCG07,OUT017,1391.4186
NCN14,OUT018,2447.5266
FDJ16,OUT045,2307.7878
NCM42,OUT045,887.3687
NCF19,OUT046,877.8537
FDY21,OUT018,715.77356
FDY19,OUT035,1192.6768
FDV09,OUT045,1326.7699
FDA28,OUT013,1508.746
FDC38,OUT018,1218.46
FDL28,OUT045,2623.033
NCH43,OUT049,2310.1533
NCN53,OUT045,2422.8384
NCW05,OUT017,2347.8538
NCO30,OUT018,1880.3663
FDT04,OUT019,654.09076
FDB27,OUT018,510.38824
NCK07,OUT013,1149.1597
NCA53,OUT013,1197.8046
FDB33,OUT018,1133.2649
FDU37,OUT017,1285.2823
FDR13,OUT035,5007.7817
FDE45,OUT049,3476.66
FDV37,OUT017,3515.237
FDX44,OUT019,1156.0115
NCL06,OUT017,1170.2152
FDJ28,OUT045,2428.0576
FDX55,OUT049,2415.254
NCK17,OUT018,2537.2703
FDH52,OUT035,2343.0874
FDN13,OUT027,2308.164
FDK44,OUT018,4421.7773
FDU16,OUT046,4516.4453
FDZ07,OUT017,4072.801
NCN06,OUT027,4038.6516
FDH02,OUT010,1294.0991
NCW18,OUT045,1241.3011
FDH57,OUT013,1360.993
FDV35,OUT045,1176.0197
NCU29,OUT013,2401.423
NCP02,OUT046,1062.7454
FDN44,OUT013,1119.6743
FDX03,OUT018,204.72795
FDR11,OUT010,2359.329
FDA36,OUT046,245.31004
FDP58,OUT027,2452.789
FDH31,OUT045,3757.178
FDH34,OUT035,2537.0674
FDS13,OUT035,2328.342
FDT01,OUT018,2264.7034
FDY09,OUT049,2228.091
FDV33,OUT027,2412.7715
NCW29,OUT010,2264.8542
NCN17,OUT045,3713.5955
FDX01,OUT046,347.71906
FDL03,OUT049,2289.4077
DRL59,OUT049,2137.641
DRM11,OUT027,2219.672
FDA43,OUT049,2483.5159
FDZ56,OUT010,2369.9138
FDI44,OUT018,351.54114
FDB50,OUT013,4087.069
FDU15,OUT019,4334.492
NCJ19,OUT019,4206.7046
FDD48,OUT013,523.39655
NCW42,OUT035,3231.3125
FDL24,OUT017,1818.6543
NCB30,OUT013,1594.4712
FDK25,OUT013,1885.7858
FDW28,OUT049,1716.6274
FDD47,OUT017,237.66985
FDK16,OUT019,1824.5901
FDW37,OUT046,1880.1652
FDA48,OUT035,3227.0432
FDA14,OUT017,1805.4247
FDV15,OUT013,1912.8247
FDN22,OUT049,2893.8594
NCD55,OUT045,450.1146
FDY43,OUT013,3072.8843
NCU05,OUT017,1171.6727
FDF10,OUT035,2535.35
FDR39,OUT018,1249.6453
FDG40,OUT013,1200.9857
FDZ28,OUT019,1073.0651
FDE02,OUT045,999.2833
FDU60,OUT049,2497.2197
FDM21,OUT013,2561.7693
FDV52,OUT019,2789.044
NCW06,OUT013,1187.4199
FDX36,OUT035,206.80759
FDT35,OUT027,1254.5582
NCL19,OUT010,1092.169
NCD31,OUT046,1925.8094
FDE53,OUT019,1885.691
FDW58,OUT019,3714.214
DRF48,OUT046,3402.936
FDW57,OUT035,3327.2827
DRH13,OUT017,1891.7477
FDT33,OUT013,1692.2992
DRK47,OUT027,3180.4133
FDY22,OUT010,1712.2747
FDC35,OUT019,1753.3413
FDO03,OUT013,1787.8708
FDF24,OUT045,2183.4834
FDF56,OUT018,2584.325
FDD28,OUT013,2604.4238
FDG53,OUT027,2400.8062
FDO27,OUT019,2130.275
NCF54,OUT018,3395.4822
FDC20,OUT027,770.0153
FDU10,OUT046,3648.0696
DRA24,OUT018,3861.4507
FDA02,OUT010,882.1986
FDG10,OUT017,800.1451
FDW39,OUT010,813.39044
FDP04,OUT019,787.4385
NCM55,OUT013,292.886
FDG47,OUT045,1432.0002
NCU41,OUT017,1499.8984
NCK31,OUT017,1844.1642
FDZ46,OUT045,1687.6532
FDU13,OUT027,343.44965
NCF19,OUT045,2647.276
NCJ43,OUT013,302.90634
NCJ05,OUT045,366.5119
FDS04,OUT027,2911.5093
FDX28,OUT010,2766.5474
FDB41,OUT027,335.7204
FDG53,OUT046,1962.7261
FDL15,OUT010,2087.294
FDQ08,OUT049,2115.676
DRN36,OUT013,3721.575
FDI46,OUT013,4214.7554
FDG16,OUT027,4288.617
FDV32,OUT013,4197.3174
FDF44,OUT010,3762.2495
FDK04,OUT018,1963.6873
NCA41,OUT013,3243.4458
FDD51,OUT017,1880.3236
NCZ53,OUT045,2370.5535
FDP01,OUT027,351.18027
FDY25,OUT049,2496.8586
FDB17,OUT018,2639.786
NCV54,OUT018,325.80286
FDJ32,OUT017,3012.6316
FDA37,OUT049,1773.8959
FDG35,OUT035,1658.946
NCM05,OUT018,1152.2279
FDG45,OUT046,1252.9257
FDH28,OUT013,4651.053
NCE18,OUT049,3208.113
FDH38,OUT045,4341.1006
FDR56,OUT013,2932.5435
FDH17,OUT027,2700.8965
FDD39,OUT049,2978.1086
FDB41,OUT049,2433.4329
NCR53,OUT046,2563.7932
FDX46,OUT017,2396.2224
FDV28,OUT049,257.0426
FDA08,OUT018,2483.3372
FDH45,OUT017,2854.9397
NCS38,OUT010,3131.616
FDD40,OUT010,3018.036
DRM59,OUT035,2713.5967
NCJ43,OUT018,3931.28
NCN29,OUT013,5422.679
NCC19,OUT045,3541.626
FDR56,OUT035,2341.254
FDZ43,OUT049,2693.808
FDJ32,OUT010,1897.185
DRH03,OUT017,1943.4792
NCZ54,OUT035,1783.3961
FDE26,OUT017,1873.6908
FDS03,OUT045,2860.2708
DRZ24,OUT019,4567.065
FDO48,OUT027,2411.2395
FDW39,OUT049,2523.5046
NCK05,OUT049,368.8473
NCK30,OUT017,1164.5221
FDT27,OUT018,1265.5327
FDS08,OUT019,1143.5692
NCJ19,OUT049,231.42213
FDC58,OUT045,1077.5236
DRE37,OUT013,2537.966
FDW02,OUT035,1640.537
FDJ02,OUT010,1707.5886
FDX09,OUT045,3099.2239
FDT31,OUT010,1853.8254
FDI24,OUT049,1767.1002
FDY09,OUT045,1473.986
FDV28,OUT045,1986.7815
DRM47,OUT049,3346.3494
FDT52,OUT019,2076.599
FDI48,OUT018,1870.9075
FDY55,OUT017,2794.9473
FDU48,OUT013,2751.596
FDN25,OUT045,2290.3125
FDP20,OUT049,2289.717
FDJ15,OUT013,251.56888
FDD04,OUT018,2373.385
FDY58,OUT045,2427.3303
FDR37,OUT018,2491.9993
FDF44,OUT013,2599.636
FDD32,OUT045,2548.154
FDR57,OUT017,844.4947
DRG39,OUT027,899.3226
FDX15,OUT017,1048.2635
DRN37,OUT045,2144.621
FDW40,OUT027,260.42154
FDB32,OUT049,2243.6323
FDM40,OUT018,2330.8984
FDE39,OUT027,2285.7444
DRH49,OUT017,342.33624
FDT46,OUT049,2194.0278
NCF06,OUT035,2089.1252
FDP07,OUT017,336.2362
FDC04,OUT013,1953.1393
FDZ32,OUT017,1507.2736
FDD50,OUT045,1616.1438
FDU56,OUT017,1638.8453
FDV34,OUT017,3884.549
NCY41,OUT013,3679.3965
NCK18,OUT046,3740.5706
DRH25,OUT049,5226.561
FDT57,OUT046,3621.4563
FDV56,OUT018,3565.42
FDV12,OUT045,4142.3843
FDN52,OUT017,5601.2534
FDX38,OUT035,4204.291
FDE47,OUT018,356.72498
NCO07,OUT013,2694.2244
FDV09,OUT027,2482.7236
FDZ23,OUT019,2733.152
DRH51,OUT018,2804.4058
NCY54,OUT045,2698.0137
DRG49,OUT013,5726.2485
NCC19,OUT049,3872.4082
NCV53,OUT045,4251.2437
FDZ47,OUT019,1770.5624
NCO26,OUT018,2054.1008
NCP02,OUT045,253.46996
NCW30,OUT018,342.84787
NCN55,OUT046,1983.9603
FDB20,OUT010,3442.6348
DRL11,OUT013,3431.4585
DRD60,OUT045,1498.4344
FDW14,OUT010,1820.6323
FDL27,OUT010,3202.8223
FDU09,OUT018,1967.8062
DRH36,OUT027,1575.0464
FDP34,OUT027,1519.6382
FDE04,OUT017,1588.6176
FDZ57,OUT027,1298.0376
FDF02,OUT010,235.07466
FDG28,OUT045,1437.939
NCI31,OUT046,3779.1296
FDT43,OUT013,400.7923
FDU20,OUT046,4029.35
FDD53,OUT013,3949.7585
FDW15,OUT045,4560.0845
NCT53,OUT045,2970.2844
NCG55,OUT027,3037.555
FDD48,OUT035,2942.7524
FDG47,OUT049,2215.4631
FDI21,OUT017,2020.7191
FDT27,OUT017,2075.6702
DRO35,OUT013,3467.0806
FDD33,OUT017,519.75104
FDC04,OUT035,4228.909
FDY34,OUT013,4437.2427
DRJ49,OUT049,5857.781
FDE05,OUT049,3968.5781
FDU31,OUT017,4221.828
NCN19,OUT027,4365.6094
FDK56,OUT027,5789.859
FDK58,OUT017,1434.7266
NCJ42,OUT035,1701.3743
FDZ34,OUT027,316.29425
FDA52,OUT018,1340.926
NCR29,OUT013,1393.5463
FDT48,OUT035,1548.7135
DRJ51,OUT019,224.17316
NCS54,OUT046,2657.4707
FDV01,OUT035,2575.8374
DRG51,OUT027,4104.992
NCG42,OUT013,2782.7964
FDA51,OUT049,2898.1785
FDV19,OUT010,2781.763
NCT18,OUT045,5163.3936
NCS41,OUT045,3604.1704
FDO03,OUT046,3510.762
FDL12,OUT010,3773.9033
FDY37,OUT010,1530.2234
FDI58,OUT049,1575.0319
FDT28,OUT018,1673.4966
NCC42,OUT010,1229.3594
FDO01,OUT017,1575.7714
FDJ02,OUT013,1460.5159
FDQ04,OUT018,3065.1865
DRL47,OUT013,3073.0457
FDZ32,OUT035,2911.0642
FDC35,OUT035,3101.3315
FDX14,OUT045,4148.4424
FDZ35,OUT013,2757.4238
FDL14,OUT013,2669.0293
FDO04,OUT049,2719.5479
DRK11,OUT017,2681.7385
FDB44,OUT018,2622.4365
FDZ50,OUT049,2733.338
FDI12,OUT027,2553.5898
FDU43,OUT017,4196.724
FDD58,OUT010,2818.795
FDB27,OUT017,2542.5981
FDB04,OUT018,2553.7095
NCO17,OUT013,2547.7732
FDL12,OUT017,2646.7935
DRJ13,OUT049,222.87106
FDD57,OUT045,1136.4285
FDW19,OUT035,2563.6047
DRD27,OUT018,1196.4791
FDH27,OUT027,314.08502
NCW30,OUT027,1449.7029
FDR40,OUT018,2096.5845
FDG05,OUT013,1820.9504
NCY41,OUT019,243.09
FDI38,OUT018,1977.4199
FDR20,OUT046,3022.7007
FDE09,OUT017,3087.2544
FDN50,OUT019,2974.1575
DRF27,OUT045,4556.8647
DRF51,OUT013,3224.319
NCO02,OUT019,975.004
FDB51,OUT027,216.46254
FDJ50,OUT013,2708.7515
FDN52,OUT013,2643.2996
FDX14,OUT013,2521.5518
FDT27,OUT019,2768.6184
FDV10,OUT013,4238.172
FDU33,OUT046,5681.8496
FDU58,OUT046,503.12363
NCP42,OUT027,2582.042
FDL51,OUT027,3921.037
DRH15,OUT027,2421.1519
FDU16,OUT017,350.51138
FDW15,OUT017,5647.726
FDQ44,OUT045,3905.8435
NCI06,OUT027,4079.4873
DRK23,OUT019,388.18417
FDC28,OUT035,504.43512
NCY17,OUT019,732.202
NCV05,OUT018,613.7195
FDM34,OUT019,294.64404
DRD60,OUT027,1782.1167
FDT38,OUT046,2763.685
FDQ57,OUT018,2768.9617
FDE59,OUT027,2830.393
NCM43,OUT046,2837.5044
DRI51,OUT049,2983.221
NCG30,OUT017,2122.2068
NCK54,OUT035,1802.7743
FDQ16,OUT019,1857.9808
FDI36,OUT013,975.744
FDX16,OUT027,215.83113
FDA34,OUT046,706.3288
FDJ48,OUT018,3883.163
FDU47,OUT035,3840.6562
FDS39,OUT046,3741.8228
FDD11,OUT046,1635.0363
FDM16,OUT027,3112.6758
FDU56,OUT018,243.35927
FDQ32,OUT017,294.17944
DRK35,OUT013,597.3317
FDA58,OUT049,428.13315
DRG48,OUT019,1366.1213
FDT59,OUT010,1555.1658
FDQ31,OUT019,1398.7373
FDS51,OUT018,1329.2333
FDW32,OUT027,1486.4257
FDI15,OUT027,1247.6108
NCV30,OUT017,2395.643
DRG25,OUT049,1129.0076
FDT02,OUT013,217.59094
FDO33,OUT027,3549.0564
FDP38,OUT035,2243.2778
FDZ45,OUT035,2094.3567
NCA54,OUT027,269.17422
FDU33,OUT017,2896.2766
FDN58,OUT017,3058.3293
FDI05,OUT045,3167.963
FDM57,OUT019,2940.6858
NCS42,OUT027,2913.841
FDB57,OUT045,2374.3428
FDC03,OUT045,271.29
FDZ58,OUT013,3943.5015
NCK29,OUT045,2677.3599
NCR53,OUT045,2558.5566
FDE26,OUT027,2576.2776
FDU52,OUT049,2737.075
FDE41,OUT027,2683.9844
FDU38,OUT018,2870.6763
FDA52,OUT017,3520.8691
FDW46,OUT046,3550.6318
DRI59,OUT035,5113.176
FDT38,OUT035,3646.2832
FDL33,OUT018,1377.9829
FDQ01,OUT027,1370.3778
FDJ08,OUT046,320.51727
FDQ47,OUT049,1835.6438
NCZ18,OUT013,2086.4075
FDE29,OUT017,258.65396
FDF10,OUT027,413.97458
FDC48,OUT049,567.943
FDY58,OUT013,3197.221
NCX30,OUT010,3192.9795
FDV11,OUT013,3301.5417
FDT46,OUT046,3317.246
DRD01,OUT019,3461.025
FDQ11,OUT013,387.40588
NCM41,OUT017,4129.2056
NCC55,OUT013,3979.2524
FDG45,OUT027,4113.0063
NCQ54,OUT049,3841.0884
FDM34,OUT045,2131.9316
FDD17,OUT019,2094.249
FDN38,OUT027,1285.7169
FDB53,OUT018,1234.7778
NCL06,OUT035,1251.3761
NCV18,OUT019,1392.5767
FDX25,OUT013,2705.987
FDB39,OUT046,2103.4167
FDC33,OUT049,2071.456
NCO14,OUT018,248.59978
FDA58,OUT027,3457.9631
NCQ02,OUT017,2565.71
NCR53,OUT017,2484.4202
FDN52,OUT046,3960.507
FDG26,OUT046,4142.425
FDE23,OUT027,1366.8907
DRI37,OUT013,3916.8567
DRH37,OUT018,3839.6326
FDO01,OUT035,3524.3206
FDK45,OUT049,605.31146
FDP23,OUT049,494.18292
FDM33,OUT035,3748.3665
FDD36,OUT017,3671.1265
FDL56,OUT017,944.4503
FDT27,OUT010,1569.1907
FDG52,OUT017,1621.0815
NCL42,OUT035,3215.6418
DRJ24,OUT046,979.24994
FDV38,OUT046,900.99194
FDT35,OUT045,303.383
FDY51,OUT045,896.5447
FDC37,OUT017,2497.355
NCP43,OUT013,3948.3728
FDO33,OUT045,2277.8843
FDW04,OUT018,2385.607
NCC31,OUT046,2213.3003
FDK22,OUT049,629.5847
FDJ50,OUT017,632.7601
FDV13,OUT017,798.5366
DRL60,OUT017,742.0166
FDW03,OUT017,649.2288
FDY27,OUT035,507.6618
FDB39,OUT027,599.7777
FDU59,OUT045,1900.4928
FDZ57,OUT049,2476.8782
FDO21,OUT049,2280.2944
FDS43,OUT018,2442.753
FDU28,OUT010,1723.2056
FDC51,OUT010,332.6214
FDW16,OUT010,1805.2792
FDP32,OUT010,1757.9911
FDB60,OUT019,326.62228
NCQ30,OUT046,2062.819
FDD26,OUT049,3356.3418
FDI44,OUT045,1966.4199
DRH23,OUT046,1803.3839
FDO44,OUT046,1884.3054
FDG04,OUT046,2019.6671
FDM32,OUT027,1974.0496
FDM09,OUT013,1848.0171
FDZ47,OUT013,341.77155
FDM40,OUT027,2800.3645
FDY48,OUT017,1411.6335
NCM30,OUT045,1415.777
FDX36,OUT010,319.1142
DRF03,OUT017,1365.733
FDN51,OUT049,2542.5667
FDM57,OUT049,1146.2366
FDB35,OUT049,1060.058
FDY13,OUT027,3093.023
FDA37,OUT017,4684.198
NCX53,OUT017,3158.3958
FDD59,OUT018,479.13507
FDX10,OUT019,703.4652
FDC03,OUT018,496.89523
FDW43,OUT035,1434.2316
FDW10,OUT046,1475.2887
FDY14,OUT027,235.37808
FDV43,OUT045,1705.2308
FDO40,OUT013,1769.2257
FDP46,OUT027,3122.1147
NCE43,OUT019,2983.7412
FDD05,OUT035,3098.3384
FDJ60,OUT010,3099.3857
DRE27,OUT018,555.7153
FDO11,OUT035,1816.7842
DRG11,OUT027,647.4643
FDK33,OUT010,446.0352
DRM23,OUT045,4245.247
FDJ02,OUT027,4066.184
NCZ05,OUT045,3832.5837
NCL30,OUT013,405.28
FDZ19,OUT018,3885.862
FDM45,OUT049,2445.2944
FDO36,OUT046,2402.7737
NCK31,OUT045,2389.4043
DRJ37,OUT045,3170.4695
FDP24,OUT018,3511.069
FDF46,OUT013,3644.984
FDX46,OUT019,5003.705
NCL18,OUT045,4164.4146
FDJ26,OUT013,4077.9907
FDJ07,OUT045,4036.0356
FDY15,OUT013,502.19922
DRG01,OUT045,1729.4943
FDF58,OUT045,3421.9575
FDZ14,OUT019,245.24646
FDP31,OUT049,1653.3956
FDH45,OUT013,1991.7994
FDA09,OUT010,2185.0308
FDW31,OUT035,1790.8878
FDA57,OUT046,669.2613
NCE55,OUT035,486.17905
FDC17,OUT019,220.65999
FDC59,OUT013,1437.6888
FDA22,OUT013,1549.5891
FDK52,OUT035,945.1344
NCM26,OUT046,794.5695
NCT53,OUT035,4824.1167
FDW45,OUT018,3341.667
NCI18,OUT035,3282.1477
FDE38,OUT018,3386.9802
FDF08,OUT019,3545.7297
FDY58,OUT010,3480.409
FDF58,OUT019,5379.449
FDX39,OUT017,3868.0044
FDB44,OUT049,3763.3496
FDF28,OUT013,1025.445
FDE39,OUT013,3984.7432
FDT37,OUT018,1105.9316
FDZ45,OUT017,1101.6812
FDO40,OUT035,316.66312
FDM57,OUT027,3207.1008
DRG36,OUT017,3249.839
FDY36,OUT010,4699.0303
DRL60,OUT027,3141.2024
FDS25,OUT019,1155.0767
DRF49,OUT027,717.6989
FDP16,OUT045,398.27148
FDS60,OUT049,3234.6672
FDU15,OUT027,3857.17
FDK43,OUT046,3448.49
FDN25,OUT046,2387.7175
FDE53,OUT049,1335.879
FDB22,OUT013,1370.1418
FDE39,OUT017,323.14868
FDX35,OUT035,1459.5297
NCG54,OUT049,2708.9292
FDH27,OUT035,3175.9888
NCK42,OUT013,4655.33
FDS25,OUT049,3320.4316
FDI10,OUT018,366.7637
FDU35,OUT035,443.19424
FDI04,OUT017,564.2675
DRK23,OUT035,3220.1238
FDB53,OUT019,3095.475
FDY02,OUT049,2403.7986
FDM60,OUT035,973.04834
NCJ31,OUT010,1096.1587
DRP35,OUT017,998.0424
NCQ30,OUT018,1230.3905
DRL11,OUT010,1176.1659
FDU01,OUT013,4152.114
FDR39,OUT035,467.2968
FDO08,OUT046,3189.0552
FDC02,OUT045,3131.085
NCZ29,OUT035,3110.3525
FDF29,OUT010,951.7409
FDZ23,OUT017,1079.5198
NCU53,OUT018,769.9898
NCW30,OUT013,2548.4102
NCM26,OUT027,2601.8052
FDV50,OUT027,1374.8011
FDW15,OUT049,1234.8999
FDI35,OUT027,1448.5437
FDO11,OUT017,1315.296
FDN48,OUT046,389.48206
NCA17,OUT049,3587.4763
NCN54,OUT013,3770.8547
FDP22,OUT013,3290.0063
NCB54,OUT035,383.3338
FDD08,OUT045,3095.922
DRM48,OUT010,4731.073
FDG41,OUT027,3158.6194
FDE44,OUT027,2928.7517
FDE26,OUT035,1938.3569
NCS38,OUT013,1911.9502
NCJ54,OUT018,4329.432
FDI40,OUT019,4353.028
FDN45,OUT018,5758.0786
FDU43,OUT046,782.4017
FDI04,OUT010,3434.3782
NCC07,OUT018,401.28882
NCC07,OUT019,3625.9277
NCD18,OUT045,3412.656
FDU55,OUT035,1981.9636
FDX59,OUT035,1829.4447
FDR52,OUT049,3050.0264
NCP17,OUT013,458.60046
FDQ32,OUT045,2962.8926
NCT17,OUT049,3163.7275
FDO10,OUT049,380.09424
FDE32,OUT049,3063.571
FDN44,OUT045,2990.6365
FDH02,OUT035,2955.1245
FDK60,OUT013,1701.2356
FDS24,OUT019,1511.549
FDL03,OUT010,1571.7831
FDB46,OUT027,330.38635
FDO48,OUT049,1789.1735
FDZ39,OUT049,3138.116
FDT02,OUT027,1907.9861
FDC50,OUT013,1850.9269
FDP39,OUT035,1834.7179
DRG15,OUT018,241.54662
FDP10,OUT018,3284.1
FDF53,OUT027,3674.13
FDN34,OUT045,3806.3716
FDK02,OUT045,3772.968
FDC23,OUT045,394.33
FDJ10,OUT019,3223.68
FDE53,OUT035,408.06403
FDR25,OUT035,4738.9736
FDW50,OUT046,3239.222
FDS09,OUT049,3121.916
FDW49,OUT010,3120.1697
FDU51,OUT046,4601.274
FDF28,OUT018,3129.2646
NCY30,OUT018,3258.8699
FDD44,OUT045,3264.9648
FDX09,OUT017,3281.58
NCF30,OUT013,2922.4067
FDZ50,OUT019,2804.9287
FDW37,OUT013,413.4858
FDD11,OUT049,1048.1973
DRH39,OUT018,4075.7258
FDA36,OUT049,4162.447
NCG43,OUT049,937.4753
FDF02,OUT035,928.8197
FDP57,OUT027,1002.14795
NCE42,OUT017,1136.6364
NCR38,OUT027,305.372
FDP03,OUT019,758.3819
FDO51,OUT035,3417.4827
NCQ42,OUT046,3727.8357
NCM41,OUT046,758.47925
FDH48,OUT027,327.65094
DRF60,OUT046,1378.6193
FDJ27,OUT035,2772.5046
FDQ14,OUT013,1268.9109
FDN27,OUT017,1566.0172
NCQ02,OUT046,2501.447
FDJ33,OUT049,350.8901
FDP07,OUT027,4125.0527
DRE01,OUT049,264.90848
FDU36,OUT045,2588.3044
FDL28,OUT017,2689.0664
NCX53,OUT046,2741.851
FDZ39,OUT013,1862.362
NCP42,OUT013,2179.7654
FDJ14,OUT035,2310.1401
FDK04,OUT049,871.615
NCC19,OUT017,5144.761
FDS09,OUT018,3784.332
FDZ02,OUT046,3585.1687
FDD35,OUT018,3543.9326
NCY42,OUT017,2908.9866
FDB05,OUT045,4086.5437
FDF20,OUT035,4372.8525
NCO41,OUT018,5718.597
FDC40,OUT027,256.3839
FDV58,OUT045,1733.3682
FDZ57,OUT045,340.09677
DRM35,OUT046,3166.4958
DRN36,OUT018,1962.2897
FDQ13,OUT046,2935.4363
DRO35,OUT010,381.15085
NCD43,OUT035,2973.2542
FDA51,OUT018,2855.8547
NCX17,OUT027,2883.1628
NCZ17,OUT049,459.75632
FDR11,OUT027,2996.496
FDW34,OUT049,3005.0457
FDN50,OUT017,2494.543
FDS09,OUT046,2636.681
FDS48,OUT018,3668.7424
FDL44,OUT049,2015.2148
DRF48,OUT018,2258.5007
FDA14,OUT018,2429.846
NCD30,OUT049,4072.4915
FDI16,OUT017,3954.7346
NCG06,OUT035,4235.5093
DRZ24,OUT035,4170.3
NCS17,OUT045,1900.2117
FDB37,OUT045,1947.0262
FDE10,OUT035,1936.9695
FDC57,OUT045,2077.388
FDM12,OUT018,1559.5613
FDE24,OUT049,1317.6415
FDW22,OUT045,1483.2684
DRD01,OUT027,2827.9058
NCZ18,OUT027,326.06674
FDN49,OUT045,373.9409
FDR22,OUT035,4318.8647
FDV08,OUT019,2622.4207
FDY39,OUT046,2842.0718
FDV36,OUT049,718.86597
FDO60,OUT045,1906.7639
FDU04,OUT027,962.5654
FDR20,OUT027,312.57388
FDW19,OUT019,842.8055
FDU40,OUT049,876.06335
FDK15,OUT045,870.2793
DRF15,OUT035,1063.1295
FDQ25,OUT017,221.38596
FDI48,OUT019,4266.1406
FDS49,OUT046,2762.5378
FDV22,OUT046,2811.9893
NCV42,OUT046,1466.0253
FDX26,OUT046,1365.8802
FDI33,OUT018,1312.1749
FDZ14,OUT049,2791.3577
FDG10,OUT013,4061.0718
FDM38,OUT018,2739.4846
FDG26,OUT027,2506.1572
FDH46,OUT035,3554.7883
FDN13,OUT018,405.10934
FDU57,OUT035,3738.0417
NCI06,OUT046,3563.7986
FDM38,OUT045,1553.6051
NCG42,OUT010,1589.5747
FDL39,OUT045,1639.016
FDT31,OUT019,1738.3855
FDV59,OUT013,2554.6665
FDB49,OUT035,359.07742
FDD58,OUT049,2711.991
DRN59,OUT046,350.5582
FDX48,OUT049,2386.4548
FDQ11,OUT049,2718.9907
FDY12,OUT049,2497.83
FDQ11,OUT045,355.75134
DRI11,OUT017,4257.0757
FDY32,OUT027,3014.4055
FDS51,OUT045,3019.0254
FDR19,OUT010,2925.0288
DRB13,OUT018,3083.536
FDS21,OUT035,3278.0486
FDQ40,OUT045,366.60504
NCE55,OUT013,2627.4673
FDX43,OUT027,2519.4492
FDS12,OUT049,2849.7368
DRK01,OUT027,378.92413
FDN25,OUT017,2982.9814
FDB60,OUT046,2829.6584
FDQ13,OUT017,1052.097
DRK13,OUT045,1114.4794
DRF25,OUT018,212.0889
NCD42,OUT019,296.60773
FDW25,OUT045,705.7938
NCV29,OUT027,1829.5547
NCK42,OUT035,456.70447
DRJ13,OUT027,617.9321
DRD15,OUT017,537.567
FDM27,OUT045,459.3088
FDZ50,OUT018,3008.48
FDC04,OUT046,1675.2157
FDF50,OUT049,323.59717
FDP15,OUT045,1728.1499
FDK46,OUT035,4245.5
FDZ56,OUT018,4152.1265
FDY60,OUT049,4205.967
FDB10,OUT035,5830.7153
FDR57,OUT045,2689.0884
FDU58,OUT049,248.88828
FDH02,OUT046,2639.2615
FDP48,OUT013,2752.004
FDI46,OUT035,3086.4973
FDW56,OUT013,2898.5452
NCM19,OUT010,1675.7002
FDS50,OUT027,320.16806
FDK24,OUT013,1550.3905
FDO36,OUT017,1517.7139
FDK45,OUT027,3596.833
NCL05,OUT045,2123.4097
FDL32,OUT018,2300.708
FDA28,OUT049,1757.1477
FDY36,OUT018,1715.9884
FDP32,OUT018,1914.5885
FDL50,OUT046,3113.478
DRC24,OUT049,206.59862
NCS18,OUT017,3809.689
FDD16,OUT017,3649.7832
NCV18,OUT013,5201.78
FDX07,OUT046,390.55637
NCZ05,OUT027,2331.9575
NCI31,OUT013,2739.9343
FDK14,OUT049,2784.7056
NCR06,OUT045,2828.9246
NCF54,OUT049,3157.8596
DRG23,OUT010,2899.1226
FDD53,OUT046,3127.6667
